document,word,frequency
all,d c p d,1
all,y a u v,1
all,u v a p,1
all,u v d i,1
all,a u v -,1
all,u v - b,1
all,v - b o,1
all,d c p v,1
all,c p v e,1
all,h c t d,1
all,c t d s,3
all,p n a v,3
all,e e c u,3
all,m e s w,4
all,s - o b,1
all,y z t y,1
all,t c d m,3
all,0 0 n e,1
all,0 n e t,1
all,c m c p,2
all,e c d m,2
all,d o b c,1
all,o b c m,1
all,c m c v,1
all,- 4 a l,1
all,4 a l w,1
all,t r s d,3
all,p l r h,2
all,l r h i,2
all,s s r s,1
all,s r s d,3
all,g - 4 t,4
all,- 4 t i,1
all,x c e g,1
all,h p l r,1
all,i r d v,2
all,e o - a,1
all,y o n h,1
all,x t v i,4
all,2 5 1 c,1
all,5 1 c o,1
all,f - 9 f,1
all,- 9 f a,1
all,h a r l,3
all,t a r k,1
all,a s a j,1
all,a j o h,1
all,o h n s,1
all,h n s o,1
all,s a x -,1
all,a x - 3,1
all,x - 3 8,2
all,- 3 8 e,1
all,3 8 e x,1
all,8 e x p,2
all,r d v m,1
all,v m e b,1
all,f c p f,1
all,c p f i,1
all,p f i v,2
all,i c p f,1
all,f c p b,1
all,c p b y,1
all,p b y z,1
all,f t s s,2
all,t s s i,1
all,n d f c,1
all,d f c p,1
all,f c p a,1
all,v i g f,1
all,r x - 3,1
all,- 3 8 f,1
all,3 8 f t,1
all,8 f t p,1
all,t p p f,1
all,p p f t,1
all,r p f w,1
all,p f w i,1
all,h e m f,1
all,v a r v,1
all,u c k n,1
all,m - s t,2
all,e m - h,1
all,- h a d,1
all,u r j e,1
all,r j e o,1
all,m - s .,1
all,- s . p,1
all,s . p a,1
all,m - j o,1
all,- j o b,5
all,o c - i,1
all,c - i m,1
all,d e y i,2
all,i l m m,2
all,l m m u,1
all,o a t f,1
all,y c a g,2
all,p r a y,1
all,y o n t,1
all,r i / s,1
all,i / s p,1
all,m u / m,3
all,u / m r,1
all,n a i o,1
all,a i o n,1
all,s t m g,1
all,t m g c,1
all,p i e i,1
all,f e l p,2
all,s k o h,1
all,k o h m,4
all,o h m s,4
all,m s / c,4
all,s / c m,4
all,/ c m /,4
all,c m / s,4
all,p 2 / k,2
all,2 / k o,2
all,/ k o h,2
all,p 2 / f,1
all,2 / f i,1
all,e a s /,2
all,a s / s,1
all,s / s p,1
all,u / m /,1
all,/ m / s,1
all,u / m i,1
all,n g k o,1
all,g k o h,1
all,e g e v,1
all,s . n u,1
all,l e r /,2
all,i o s /,1
all,o s / n,1
all,s / n d,1
all,l a m d,1
all,a m d /,1
all,m d / s,1
all,g n i c,2
all,n l - p,1
all,o p h p,3
all,i z c i,1
all,i b c d,1
all,m m l b,1
all,m l b i,1
all,p l j s,1
all,l j s i,1
all,j s i m,2
all,m h t t,1
all,w w . p,1
all,w . p h,1
all,. p h y,1
all,s i o m,2
all,m e . o,1
all,o r g /,1
all,r g / j,1
all,g / j s,1
all,/ j s i,1
all,i m / g,1
all,m / g e,1
all,c k o d,1
all,l l m l,2
all,t b o m,4
all,l r u d,1
all,g - r a,2
all,g r o c,2
all,t k o c,1
all,h b i h,1
all,m i r f,3
all,k i c d,1
all,a t r s,1
all,s e d l,1
all,c a k e,1
all,e p o v,1
all,r h p f,1
all,h p f t,5
all,k h p f,2
all,x b u s,1
all,c - c t,1
all,- c t p,1
all,p c - e,2
all,c - e s,1
all,i h p f,1
all,k b i b,1
all,b i b b,5
all,n c h g,2
all,r b i b,1
all,o n / f,1
all,n / f r,1
all,l b i b,1
all,i b i b,1
all,a c l 1,1
all,c l 1 0,1
all,l 1 0 g,1
all,1 0 g d,1
all,0 g d a,1
all,c h h p,1
all,h h p f,1
all,v r u s,1
all,v r m e,1
all,d v r h,1
all,v r h i,1
all,p e s w,3
all,c h d v,1
all,h d v r,1
all,d v r r,2
all,v r r e,2
all,d v r l,1
all,v r l o,1
all,c l d v,1
all,v r d e,1
all,a t d v,1
all,t d v r,2
all,t v l t,2
all,v l t a,1
all,d r f c,2
all,r f c e,1
all,f c e a,1
all,v l t <,1
all,l t < s,2
all,p > a u,1
all,> a u t,1
all,w - s i,1
all,c - d r,1
all,n t c n,1
all,o r x -,2
all,r x - a,2
all,x i s c,2
all,z t h k,1
all,t h k 6,2
all,h k 6 3,2
all,k 6 3 7,2
all,6 3 7 0,2
all,3 7 0 h,2
all,7 0 h o,2
all,0 h o r,2
all,n t h k,1
all,n t r x,1
all,t r x -,1
all,t e h y,1
all,- m c h,2
all,i d m /,1
all,d m / l,1
all,m / l -,1
all,/ l - s,1
all,- s c /,1
all,e . m o,1
all,. m o m,1
all,g f c u,1
all,c d f c,1
all,n r n a,1
all,e r l .,1
all,r l . w,1
all,l . w e,1
all,d e x &,1
all,e x & g,1
all,x & g e,1
all,& g e s,1
all,g f s n,2
all,f s n r,2
all,i n m g,1
all,y c o h,2
all,r s c /,1
all,u t m g,1
all,t m g f,3
all,c o p g,1
all,p g e m,1
all,g e m i,2
all,a g g p,1
all,g g p i,1
all,g p i [,1
all,p i [ b,1
all,i [ b .,1
all,[ b . m,1
all,b . m a,1
all,. m a c,2
all,a l ] e,1
all,l ] e a,1
all,] e a r,1
all,k s c i,1
all,f - l u,1
all,- l u m,2
all,n j u p,1
all,j u p i,1
all,k l p a,3
all,k e x o,1
all,e x o -,1
all,x o - p,1
all,t g p i,1
all,g p i i,1
all,j p l m,2
all,l k e m,1
all,a p h w,1
all,f f t g,1
all,s m n q,1
all,m n q /,1
all,n q / 2,1
all,q / 2 q,1
all,/ 2 q s,1
all,2 q s i,1
all,q s i z,1
all,z e l s,1
all,l s b t,1
all,a r e .,1
all,. g m i,1
all,l c h m,1
all,u v i o,1
all,n g g i,1
all,r c o x,1
all,t c o x,1
all,c o x a,1
all,u g e t,2
all,i c o x,1
all,c o x d,1
all,e c d u,1
all,i p k i,1
all,f i e e,1
all,i e e m,1
all,d l r r,1
all,m a v n,1
all,a v n i,2
all,n i r -,2
all,i r - 2,2
all,r - 2 d,1
all,c t e u,2
all,f a v n,1
all,r - 2 p,1
all,e p w e,1
all,b e e .,1
all,. f a c,2
all,t a e .,2
all,b e a i,1
all,c o a g,3
all,o a g u,3
all,p i g o,1
all,d - g u,1
all,- o p m,1
all,- o p p,1
all,c b o d,2
all,r e u c,1
all,u p e s,1
all,b l a o,1
all,l a o t,1
all,a o t r,2
all,o t r n,1
all,w n a o,1
all,n a o t,1
all,o t r f,1
all,b l p <,1
all,l p < s,1
all,b > u d,1
all,> u d <,1
all,u d < /,1
all,b > u n,1
all,> u n d,1
all,u b c l,1
all,r m 8 -,1
all,m 8 - v,1
all,8 - v s,2
all,- v s b,2
all,v s b t,2
all,s b t c,2
all,b t c m,2
all,t s c t,6
all,i o u 8,1
all,o u 8 -,1
all,u 8 - v,1
all,o r k 8,1
all,r k 8 -,1
all,k 8 - s,1
all,8 - s t,2
all,r m 1 6,1
all,1 6 - s,2
all,6 - s t,2
all,n l i 1,1
all,l i 1 6,1
all,i 1 6 -,1
all,o n e 8,1
all,n e 8 -,1
all,e 8 - s,1
all,u p j o,1
all,u b - j,4
all,b - j o,4
all,d c m m,3
all,c m m d,1
all,f k b b,1
all,k b b a,1
all,h m k n,1
all,a s l d,3
all,p > a d,2
all,> a d o,1
all,g c h r,1
all,c c i v,1
all,q o d u,1
all,b a y k,1
all,y k e r,1
all,x m i d,1
all,r b a v,1
all,b a v a,1
all,d i d g,2
all,y w a s,1
all,i b v o,1
all,e r - x,1
all,- x d i,1
all,o o n r,1
all,z m a d,1
all,y p c l,2
all,l e u c,2
all,e u c d,1
all,k h w s,1
all,h w s w,3
all,w s w u,1
all,s w u s,1
all,w i e c,1
all,c 6 1 5,1
all,5 0 8 g,1
all,0 8 g u,1
all,8 g u i,1
all,n y - b,1
all,b a y f,1
all,t i o 2,1
all,i o 2 n,1
all,o 2 n d,1
all,2 n d h,1
all,. m o b,1
all,h w h e,1
all,c e i s,2
all,r s a u,3
all,z t o l,1
all,i o c l,2
all,f m u t,1
all,e t f d,1
all,p w e i,2
all,i - t y,2
all,p p i d,2
all,r v f t,1
all,v f t c,1
all,g f t c,2
all,d w a g,1
all,u - f a,1
all,h m a .,1
all,m a . r,1
all,a . r .,2
all,. r . m,2
all,r . m w,1
all,. m w a,1
all,e m s 2,1
all,m s 2 0,1
all,s 2 0 0,1
all,2 0 0 8,1
all,0 0 8 d,1
all,0 8 d i,1
all,8 d i s,1
all,o w a .,1
all,w a . r,1
all,r . m e,1
all,. m e x,1
all,r e w g,1
all,a c n 3,1
all,c n 3 d,1
all,n 3 d j,1
all,3 d j b,1
all,d j b o,1
all,u r c 1,1
all,r c 1 0,1
all,c 1 0 0,3
all,0 0 - l,2
all,0 - l o,2
all,"s t 1 ,",1
all,"t 1 , 0",1
all,"1 , 0 0",1
all,d t w i,2
all,r h o <,2
all,h o < s,2
all,b > t a,2
all,> t a u,2
all,t a u <,2
all,a u < /,2
all,g h c r,2
all,m s f c,2
all,c i h t,1
all,i h t e,1
all,d h t m,1
all,u t t c,2
all,o v i l,3
all,c p t h,3
all,t c p f,1
all,c p f r,1
all,q u g -,1
all,u g - s,1
all,o p t -,1
all,p t - g,1
all,t - g s,1
all,- g s h,1
all,n o t l,1
all,. e t i,1
all,i m e <,3
all,p > n /,1
all,> n / m,1
all,n / m <,1
all,/ m < s,1
all,p > l e,2
all,a l v r,1
all,r o p g,4
all,e r 1 2,1
all,r 1 2 0,1
all,1 2 0 d,1
all,p r s -,2
all,p r u s,1
all,g n g p,1
all,4 3 0 f,1
all,3 0 f 1,1
all,0 f 1 4,1
all,f 1 4 9,1
all,1 4 9 m,1
all,4 9 m o,1
all,9 m o d,1
all,l g r 6,1
all,g r 6 4,1
all,r 6 4 w,1
all,6 4 w a,1
all,4 w a v,1
all,e c 6 0,1
all,c 6 0 8,1
all,6 0 8 7,1
all,0 8 7 0,1
all,8 7 0 -,1
all,7 0 - 5,1
all,0 - 5 -,1
all,- 5 - 1,1
all,- 1 0 1,2
all,1 0 1 p,1
all,0 1 p r,1
all,s u r x,2
all,u r x p,1
all,r x p c,1
all,c c a e,1
all,p a c x,1
all,a c x t,1
all,c x t i,1
all,i l d x,1
all,l d x o,1
all,d x o n,1
all,t x . p,1
all,x . p r,1
all,- t i j,1
all,t i j 2,1
all,i j 2 e,1
all,c o - p,3
all,p c i p,1
all,s c o -,2
all,c c u c,1
all,g - w o,1
all,o n - y,1
all,n - y i,1
all,- y i e,3
all,s e - o,5
all,o f - u,1
all,o v c y,1
all,e c u c,1
all,r o m v,2
all,g o l i,1
all,n d d w,2
all,d d w t,2
all,w t d o,3
all,n s m c,3
all,m c s c,1
all,v e - l,1
all,l e l y,1
all,t i q r,1
all,i q r a,1
all,q r a p,1
all,t e i q,1
all,e i q l,1
all,i q l i,1
all,q l i k,1
all,o t s m,2
all,i m i q,2
all,m i q r,2
all,s m t w,1
all,r % % p,1
all,% % p e,1
all,a g d v,1
all,g d v m,1
all,o w d v,1
all,w d v m,1
all,d v m t,1
all,h m j p,1
all,i n j p,2
all,e g o u,1
all,i z c y,1
all,r a d `,1
all,` ` c ',1
all,` c ' ',1
all,c ' ' l,1
all,' l a n,1
all,e ` ` ',1
all,` ' ' s,1
all,o u g e,3
all,p g o d,1
all,i w e n,1
all,a g c +,1
all,g c + +,1
all,c + + `,1
all,+ + ` `,1
all,+ ` ` t,1
all,` ` c a,1
all,` c a t,1
all,` t h r,1
all,o w ' ',1
all,w ' ' e,1
all,' e x c,1
all,c e p g,1
all,e p g a,1
all,m c i f,1
all,o r x i,1
all,y n a t,2
all,f t u p,1
all,t f m c,1
all,f m c w,2
all,m c w s,1
all,c w s a,1
all,w s a r,1
all,v e f m,1
all,e f m c,3
all,c w t e,1
all,g l a a,1
all,l a a h,1
all,a a h a,1
all,p f a a,1
all,a a e n,1
all,m g p l,1
all,l a a i,1
all,a a i n,1
all,c l a a,1
all,l a a g,2
all,a a g r,1
all,l g f l,1
all,g l g f,1
all,d u n h,2
all,i a v h,1
all,a v h f,1
all,v h f d,1
all,h f d a,1
all,o n l g,1
all,n l g f,1
all,f t l g,1
all,t l g f,1
all,t l a a,1
all,a a p o,1
all,p e b b,1
all,w o l g,1
all,o l g f,1
all,l g f m,1
all,g f m o,2
all,r l g f,1
all,l g f e,1
all,g f e f,2
all,y n a n,1
all,s y n s,1
all,y n s t,1
all,i o d 3,1
all,o d 3 6,1
all,d 3 6 0,1
all,3 6 0 a,1
all,6 0 a s,1
all,0 a s h,1
all,s y n f,2
all,y n f o,1
all,v l a p,2
all,i a n /,1
all,a n / q,1
all,n / q u,1
all,s i - p,1
all,h i n ',4
all,n / e v,2
all,/ e v s,2
all,m n c e,1
all,o u n k,2
all,a c e ',2
all,c e ' s,2
all,r b o h,1
all,b o h y,1
all,o h y d,2
all,t h y /,1
all,h y / f,1
all,u r g m,1
all,g m s k,4
all,m s k s,2
all,c g m s,1
all,m s k c,1
all,t i s n,2
all,a g p m,2
all,g p m p,1
all,p m p p,1
all,r m g m,1
all,m g m s,1
all,i m % t,1
all,m % t e,1
all,% t e x,1
all,e r b %,1
all,r b % r,1
all,u r % e,1
all,e r c %,1
all,r c % r,1
all,c % r e,1
all,e r x 8,1
all,r x 8 6,1
all,- o r c,1
all,n t y u,1
all,l k m e,1
all,h - l u,1
all,o k d y,1
all,u c w h,1
all,f - i d,2
all,u c ' d,1
all,c ' d y,1
all,' d y n,1
all,u c ' o,1
all,c ' o p,1
all,l y t j,1
all,y t j u,1
all,t r y e,1
all,g / s y,1
all,y s h u,3
all,z b e s,1
all,n s j m,1
all,s j m x,1
all,j m x <,1
all,m x < s,1
all,v a f a,3
all,n s j f,1
all,s j f m,1
all,j f m x,3
all,f m x c,1
all,m x c o,1
all,o u r j,1
all,u r j a,3
all,t 3 - t,1
all,o w j a,2
all,w j a v,1
all,u r j m,1
all,r j m x,1
all,j m x /,2
all,m x / j,2
all,x / j f,2
all,/ j f m,2
all,f m x r,1
all,m x r m,1
all,x r m i,1
all,b a / j,1
all,a / j a,1
all,a v o y,1
all,y a g <,1
all,p > p a,1
all,> p a p,1
all,d v o y,1
all,y a g i,1
all,t j m x,1
all,f m x u,1
all,m x u s,1
all,t e h e,5
all,o r u k,3
all,r u k n,3
all,m a k d,1
all,r b t o,1
all,b t o r,1
all,k - s i,1
all,n k c y,1
all,u r - d,1
all,e - f 4,1
all,- f 4 d,1
all,f 4 d m,1
all,4 d m 5,1
all,d m 5 -,1
all,m 5 - c,1
all,5 - c o,1
all,n t o 5,1
all,t o 5 0,1
all,o 5 0 -,1
all,0 - k i,1
all,- k i l,1
all,l o g 0,1
all,o g 0 .,1
all,g 0 . 6,1
all,0 . 6 -,1
all,. 6 - m,1
all,6 - m i,1
all,r d v l,2
all,g b p b,1
all,r k ' f,2
all,k ' f r,2
all,' f r e,2
all,s o e q,3
all,n c y .,1
all,c y . t,1
all,h e d d,1
all,i c ' p,1
all,' p e r,4
all,r n f t,1
all,g . a v,1
all,. a v a,1
all,b t a r,1
all,e l d x,1
all,l d x -,1
all,c u s x,1
all,u s x -,1
all,n v i g,1
all,c d d a,2
all,o c u x,1
all,c u x -,2
all,t n u l,3
all,g m s e,3
all,l 3 d h,1
all,i d l v,2
all,d l v i,3
all,k p n f,1
all,n d n -,1
all,d n - d,1
all,u p i f,1
all,l f o o,1
all,r f r ',1
all,f r ' s,1
all,b i g t,1
all,p o w h,1
all,t a i i,3
all,a i i c,1
all,a i i a,1
all,i i a b,1
all,p d p p,1
all,a i i e,1
all,i i e n,3
all,t a i h,1
all,- e p h,1
all,. g b i,1
all,v w e a,1
all,g a u x,1
all,t g o e,2
all,g o e z,1
all,o e z e,1
all,o t - v,1
all,t e m .,2
all,e m . t,2
all,m . t h,2
all,h e d i,1
all,h s h r,1
all,k u n f,2
all,i e a n,1
all,o c s v,1
all,t f b a,1
all,t 2 d u,1
all,2 d u e,2
all,p o r q,2
all,t f s u,1
all,s 2 d u,1
all,c t 1 d,2
all,t 1 d u,1
all,1 d u e,1
all,g - 2 c,4
all,i r s l,2
all,e d m p,1
all,g % % v,1
all,% % v i,1
all,% v i d,1
all,h t u t,1
all,u p a i,1
all,n i n l,1
all,w p r u,1
all,c / a d,3
all,i x n u,4
all,h a d f,1
all,o l b p,1
all,r v o v,3
all,a l v k,1
all,l v k e,2
all,n b p -,1
all,b p - b,1
all,i c - e,1
all,s l e w,1
all,l e w -,1
all,e w - r,1
all,i i f o,1
all,c u i i,1
all,i i g a,1
all,l e u d,1
all,l e u h,1
all,e u h u,1
all,c y t i,3
all,y t i i,1
all,i i m i,1
all,i i i e,1
all,n o e n,1
all,n o - o,2
all,o - o b,1
all,s m a h,1
all,s t k a,2
all,n o - a,1
all,s e x d,2
all,g e o /,1
all,e o / b,1
all,o / b i,1
all,/ b i o,1
all,h y s v,1
all,x l a i,1
all,l a i c,1
all,e a f w,1
all,a f w a,1
all,f w a t,1
all,p i h e,1
all,x d a i,1
all,i s - 7,1
all,s - 7 9,1
all,- 7 9 1,1
all,7 9 1 5,1
all,9 1 5 h,1
all,1 5 h y,1
all,5 h y m,1
all,h y m a,1
all,r r a x,1
all,r a x s,1
all,a x s p,1
all,v h y p,1
all,h e r k,4
all,c m v a,1
all,m v a c,1
all,v a c m,1
all,g d c m,1
all,m v d c,1
all,v d c p,1
all,s h - l,1
all,t o - h,1
all,o - h u,1
all,h u l f,1
all,i m l y,1
all,u c o a,1
all,d - b u,1
all,b o a w,1
all,o a w e,1
all,i s t 4,1
all,s t 4 g,1
all,t 4 g m,1
all,4 g m o,2
all,n n a 4,1
all,n a 4 g,1
all,a 4 g m,1
all,t l v s,1
all,h b o a,3
all,i l v s,2
all,c t r j,1
all,t r j o,1
all,w n l v,1
all,n l v s,2
all,v h u g,1
all,n c i h,1
all,t v s p,1
all,n v s -,1
all,v s - c,1
all,r p h h,3
all,w o v s,1
all,v s p d,1
all,n n s v,2
all,e p l p,2
all,s k b i,3
all,b - f i,2
all,i a b w,1
all,a b w h,1
all,m a b h,1
all,b h a a,1
all,i a b t,1
all,u i a n,1
all,e a t j,1
all,a l u -,1
all,l u - f,1
all,u - f u,2
all,y z s -,1
all,z s - p,1
all,d s - p,1
all,o r t <,1
all,r t < s,1
all,b > m e,2
all,- i d h,1
all,l v a v,1
all,d u t u,2
all,p e d 5,1
all,e d 5 5,1
all,d 5 5 o,1
all,5 5 o m,1
all,5 o m e,1
all,g a g h,2
all,a g h z,1
all,c o t ',1
all,c o t u,1
all,u o c l,2
all,u o f i,2
all,o f i s,1
all,y s i 2,1
all,s i 2 d,1
all,i 2 d -,1
all,2 d - p,4
all,d - p s,4
all,- p s d,4
all,r p s d,2
all,d 2 d -,2
all,p s d n,1
all,s d n e,1
all,o v 2 d,2
all,v 2 d -,2
all,p s d c,2
all,u r c 3,1
all,r c 3 d,1
all,c 3 d n,1
all,3 d n o,1
all,g t o m,1
all,- d o u,2
all,i i n r,1
all,e d - v,3
all,i a - r,1
all,r y / t,1
all,y / t r,3
all,g e i i,1
all,> r e f,1
all,p o s .,1
all,o s . i,1
all,x t e -,2
all,e . a g,1
all,. a g e,1
all,i n . t,1
all,l n n <,1
all,b > - d,3
all,> - d e,3
all,e t n n,1
all,t n n <,1
all,> n < s,2
all,o s o i,1
all,d o n w,2
all,m o c e,1
all,i t g n,1
all,t g n s,2
all,s - r s,2
all,f a c ',1
all,- l a u,1
all,- g o a,1
all,g o a c,2
all,s u e r,3
all,x e d m,1
all,v f a e,1
all,f a e f,1
all,i q u &,1
all,q u & s,1
all,u & s t,1
all,& s t a,1
all,f e r %,4
all,a n m s,2
all,n f e s,1
all,z w a w,1
all,a w o n,2
all,w o n d,1
all,t e v f,1
all,p y e a,2
all,t t i e,2
all,c s c -,1
all,l t c s,1
all,c s c t,5
all,s c t i,1
all,n n s p,1
all,c e i l,4
all,m i s k,1
all,n a t c,1
all,c s c l,1
all,t d a l,2
all,r i l h,1
all,v a p e,1
all,n t b 1,1
all,t b 1 6,1
all,b 1 6 -,1
all,1 6 - e,2
all,6 - e l,2
all,d e c 1,1
all,e c 1 6,1
all,c 1 6 -,1
all,m f a w,1
all,y l a w,1
all,b e o p,1
all,s s b -,1
all,s b - s,1
all,f a a p,1
all,a a d f,1
all,d f d t,3
all,d t d g,1
all,s i b -,1
all,i b - s,2
all,f t m f,1
all,i c m f,2
all,c m f a,1
all,i t m f,1
all,n d s n,1
all,d s n s,1
all,i l s n,1
all,m i - c,2
all,i - c e,2
all,t s n s,2
all,r o a f,10
all,o a f t,10
all,o r ' l,1
all,r ' l a,1
all,' l a b,2
all,v c o t,2
all,l f o p,1
all,w x p u,1
all,x p u n,1
all,t r t a,2
all,r k r t,1
all,k r t o,1
all,d i s w,1
all,s r m e,1
all,u s r m,1
all,s r m u,1
all,w o s r,1
all,o s r m,1
all,o d s w,4
all,s r m h,1
all,h s r m,1
all,l d s r,1
all,e m - x,4
all,m - x c,1
all,- x c a,1
all,m - x m,2
all,- x m i,2
all,p g e r,1
all,u m g m,1
all,m g m b,1
all,g m b h,1
all,b h o p,1
all,m - x t,1
all,- x t e,1
all,r - x c,1
all,- x c l,1
all,e l i x,2
all,l i x f,1
all,r m h r,1
all,m h r t,1
all,j a c i,1
all,m h e i,1
all,u m - c,4
all,o s t <,1
all,s t < e,1
all,t < e m,1
all,< e m p,2
all,= ' ' s,2
all,' s m c,2
all,c a p ',2
all,a p ' ',4
all,p ' ' >,2
all,> < / e,2
all,< / e m,2
all,/ e m p,2
all,a s i >,2
all,s i > /,1
all,i > / <,1
all,> / < e,1
all,/ < e m,1
all,s i > t,1
all,> t r e,1
all,u d a s,1
all,a h u f,1
all,d s c t,2
all,s c t p,14
all,a g u w,1
all,g u w i,1
all,o i p v,1
all,l s c t,4
all,g h e q,1
all,r s c t,2
all,m s c t,1
all,- 2 v a,1
all,2 v a l,1
all,i v % b,1
all,v % b e,1
all,% b e r,1
all,d e c /,1
all,e c / c,1
all,a g c /,1
all,g c / c,1
all,+ + s u,2
all,+ s u f,1
all,u l c /,1
all,l c / c,1
all,t n o p,1
all,n p e d,2
all,g y - n,1
all,c l f d,1
all,m h m i,1
all,w g n g,1
all,y z s c,3
all,c k q c,2
all,k q c a,2
all,q c a m,1
all,n o - d,1
all,c t q c,1
all,o r q c,1
all,c k z o,5
all,k z o n,5
all,n e i .,1
all,l z o n,1
all,n t q c,1
all,q c a s,1
all,q c a a,1
all,c a a r,1
all,u t n -,2
all,e l q c,1
all,l q c a,2
all,n g z o,1
all,g z o n,1
all,k o v t,2
all,e t q c,1
all,n c q c,1
all,c q c a,1
all,f b e t,1
all,w e e -,1
all,e - n s,1
all,- n s w,1
all,f f p a,1
all,c o r h,3
all,s i l n,2
all,d c t w,1
all,b l c 1,1
all,l c 1 7,1
all,c 1 7 b,2
all,1 7 b e,2
all,7 b e n,2
all,n u e m,2
all,b l l g,1
all,l l g s,1
all,l g s y,1
all,n t h ',1
all,h ' s c,2
all,' s c 1,1
all,s c 1 7,1
all,c a v g,1
all,l g u l,1
all,k e k i,1
all,c t & i,1
all,& i n t,1
all,v f u e,1
all,l t h f,1
all,e e n -,3
all,t b f h,1
all,b f h a,1
all,c y - l,1
all,p c s h,2
all,r k . i,1
all,. i n p,1
all,l k f u,1
all,c a d <,1
all,a d < f,1
all,d < f o,1
all,a > m o,1
all,u d o u,3
all,g n - o,1
all,c b u b,1
all,t h i .,4
all,e . d i,1
all,. d i s,1
all,t b u o,1
all,b u o p,1
all,d a l z,1
all,l y s k,1
all,y s k i,1
all,t t c s,4
all,a c t .,1
all,c t . i,1
all,t . i t,1
all,. i t a,1
all,e m t c,3
all,m t c s,2
all,c s c ',2
all,s c ' s,2
all,e l p k,1
all,l p k e,1
all,c s c n,1
all,g t r v,3
all,t r v c,3
all,t r v t,1
all,t c b ',1
all,c b ' s,1
all,r c b t,3
all,c b t r,1
all,p t r v,1
all,t t r v,1
all,n e c b,1
all,e c b h,1
all,c b h v,1
all,b h v l,1
all,d t c s,5
all,t r v d,1
all,r u p m,1
all,p m o s,1
all,t t t a,2
all,s h m u,3
all,n p p s,1
all,p p s i,1
all,a p - d,1
all,h i r u,1
all,e r p p,1
all,r p p w,1
all,p p w e,1
all,h t g l,1
all,n d p p,1
all,d p p h,1
all,d p p c,1
all,d p - d,1
all,e t d p,1
all,t d p p,1
all,d p p i,2
all,v e d p,1
all,e d p p,1
all,p p a b,1
all,h m a j,2
all,m i u n,1
all,h u n m,1
all,e e s w,1
all,o p h n,1
all,h n o m,1
all,k - r o,3
all,k l e q,1
all,e e z a,1
all,e z a d,1
all,r p e i,2
all,u g e i,3
all,s h s l,1
all,w i n m,2
all,a t b g,1
all,b g a n,2
all,e m k b,1
all,m k b i,1
all,i t / u,1
all,/ u s e,3
all,e 1 0 ~,1
all,1 0 ~ 3,1
all,0 ~ 3 h,1
all,~ 3 h i,1
all,3 h i g,1
all,e l d ',1
all,l d ' l,1
all,d ' l i,1
all,' l i v,1
all,f f - e,3
all,f - e r,3
all,p a g w,3
all,m c a i,1
all,m - f r,2
all,s m n t,1
all,m n t h,1
all,o d o w,1
all,t i t j,1
all,- b u v,1
all,e r e 4,1
all,r e 4 6,1
all,e 4 6 4,1
all,4 6 4 l,1
all,a d h v,1
all,d h v l,1
all,s c / c,1
all,/ t r i,1
all,b r o t,1
all,a m - c,3
all,l i g -,1
all,i g - c,1
all,g - c s,1
all,- c s e,1
all,n e v m,2
all,y t a v,1
all,u b i r,1
all,b i r t,2
all,u d e -,1
all,d l e p,1
all,a t % g,1
all,t % g -,1
all,% g - c,1
all,g - c r,1
all,- c r e,1
all,d e t p,1
all,t p c m,1
all,c k t p,1
all,k t p c,1
all,i d a a,1
all,b i s y,3
all,n c i i,2
all,x - l e,5
all,w n % r,1
all,n % r a,1
all,x i n g,5
all,l t z e,2
all,o - t o,2
all,u r < >,2
all,r < > m,1
all,< > m t,3
all,> m t t,3
all,t t f <,3
all,t f < /,3
all,i > d u,1
all,r < > a,1
all,< > a v,5
all,> a v f,5
all,a v f <,1
all,v f < /,1
all,i > n e,1
all,> n e x,1
all,t e < >,2
all,< > s o,1
all,o f r <,5
all,f r < /,5
all,e m < >,1
all,m < > m,1
all,l i d <,1
all,i d < >,2
all,d < > a,1
all,a v f +,4
all,v f + s,4
all,f + s o,4
all,< > s p,1
all,p e c <,1
all,e c < /,1
all,i > b e,2
all,h o w <,1
all,o w < >,1
all,w < > a,1
all,/ i > v,1
all,i > v a,1
all,g r a w,1
all,e < > m,3
all,e < > a,2
all,i > s h,1
all,a k e <,2
all,k e < >,2
all,i > a s,1
all,a t e 2,1
all,t e 2 t,1
all,e 2 t i,1
all,e s 1 0,2
all,s 1 0 <,2
all,> f i t,1
all,% a r r,1
all,r a y %,1
all,a y % b,1
all,y % b i,1
all,m n s h,1
all,o n n l,1
all,n n l -,1
all,l - b i,2
all,e g n >,1
all,g n > b,1
all,n > b a,1
all,o n l -,1
all,d d e k,1
all,z e i d,2
all,d e a k,1
all,c e b l,1
all,e m d 4,1
all,m d 4 -,1
all,d 4 - l,1
all,4 - l i,1
all,w n n u,2
all,o l - o,2
all,t i f k,1
all,m s i s,1
all,b u p p,1
all,r k l s,1
all,k l s c,1
all,b > r o,1
all,. g n u,1
all,j u d p,1
all,e b - m,2
all,b - m e,2
all,e a l 5,1
all,a l 5 0,1
all,l 5 0 -,1
all,5 0 - m,1
all,- m w s,1
all,m w s e,1
all,d d c m,2
all,t y l u,1
all,y l u s,1
all,t e d v,1
all,v b t r,1
all,i c / n,1
all,c / n r,1
all,v b s p,1
all,` ` s f,1
all,` s f u,1
all,s f u ',1
all,f u ' ',1
all,u ' ' d,1
all,r o h d,1
all,o h d &,1
all,h d & s,1
all,d & s c,1
all,& s c h,2
